# stamp_est0 stamp_est1 stamp_gt0 stamp_gt1 trans_error rot_error trans_relative_pose_gt rot_relative_pose_gt
7146.716443 7146.753306 7146.720000 7146.750000 0.003440 0.004813 0.018013 0.008949
7146.753306 7146.790169 7146.750000 7146.790000 0.003178 0.002522 0.022912 0.011774
7146.790169 7146.827033 7146.790000 7146.830000 0.002830 0.003927 0.021106 0.013648
7146.827033 7146.863896 7146.830000 7146.860000 0.004081 0.002309 0.015053 0.011406
7146.863896 7146.900760 7146.860000 7146.900000 0.001750 0.001471 0.019305 0.014858
7146.900760 7146.937623 7146.900000 7146.940000 0.003444 0.002575 0.018575 0.012894
7146.937623 7146.974487 7146.940000 7146.970000 0.002802 0.002318 0.013615 0.010796
7146.974487 7147.011350 7146.970000 7147.010000 0.002137 0.001977 0.018096 0.015751
7147.011350 7147.048213 7147.010000 7147.050000 0.000750 0.000963 0.018688 0.016274
7147.048213 7147.085077 7147.050000 7147.090000 0.001602 0.001285 0.019152 0.015718
7147.085077 7147.121940 7147.090000 7147.120000 0.004005 0.002851 0.014616 0.011055
7147.121940 7147.158804 7147.120000 7147.160000 0.001540 0.000917 0.020624 0.012671
7147.158804 7147.195667 7147.160000 7147.200000 0.001693 0.000410 0.020880 0.009726
7147.195667 7147.232531 7147.200000 7147.230000 0.004970 0.002276 0.015796 0.005564
7147.232531 7147.269394 7147.230000 7147.270000 0.002530 0.001635 0.021866 0.005598
